ID_str,SectionNum,Section,Circumstance,Phraseology,Sender,Receiver,Type,Example,Keywords,Slots
12.3.4.3-f,12.3.4.3,12.3.4.3 Starting Procedures,Startup at pilot’s discretion,“START UP AT OWN DISCRETION.”,ATC,Pilot,Clearance,—,START OWN DISCRETION,
12.3.4.3-g,12.3.4.3,12.3.4.3 Starting Procedures,Expect departure and discretionary start,“EXPECT DEPARTURE (time) START UP AT OWN DISCRETION.”,ATC,Pilot,Clearance,“EXPECT DEPARTURE 1045 START UP AT OWN DISCRETION.”,EXPECT DEPARTURE START OWN DISCRETION,time
12.3.4.4-b,12.3.4.4,12.3.4.4 Pushback Procedures,Pushback approved,“PUSHBACK APPROVED.”,ATC,Pilot,Clearance,“PUSHBACK APPROVED.”,PUSHBACK APPROVED,
12.3.4.4-c,12.3.4.4,12.3.4.4 Pushback Procedures,Hold before pushback,“STAND BY.”,ATC,Pilot,Instruction,“STAND BY.”,STAND,
12.3.4.4-d,12.3.4.4,12.3.4.4 Pushback Procedures,Pushback at own discretion,“PUSHBACK AT OWN DISCRETION.”,ATC,Pilot,Clearance,—,PUSHBACK OWN DISCRETION,
12.3.4.4-e,12.3.4.4,12.3.4.4 Pushback Procedures,Delay pushback due to reason,“EXPECT (number) MINUTES DELAY DUE (reason).”,ATC,Pilot,Information,“EXPECT 10 MINUTES DELAY DUE TRAFFIC.”,EXPECT MINUTES DELAY DUE,"number, reason"
12.3.4.5-b,12.3.4.5,12.3.4.5 Towing Procedures,Towing approval with route,“TOW APPROVED VIA (specific routing).”,ATC,Pilot/Tow,Clearance,“TOW APPROVED VIA TAXIWAY BRAVO.”,TOW APPROVED VIA,specific routing
12.3.4.5-c,12.3.4.5,12.3.4.5 Towing Procedures,Hold position during tow,“HOLD POSITION.”,ATC,Tow,Instruction,“HOLD POSITION.”,HOLD POSITION,
12.3.4.5-d,12.3.4.5,12.3.4.5 Towing Procedures,Wait before towing,“STAND BY.”,ATC,Tow,Instruction,“STAND BY.”,STAND,
12.3.4.6-b,12.3.4.6,12.3.4.6 Request Time Check / Aerodrome Data,Provide time,“TIME (time).”,ATC,Pilot,Information,“TIME 1024.”,TIME,time
12.3.4.6-c,12.3.4.6,12.3.4.6 Request Time Check / Aerodrome Data,Request departure info (no ATIS),“REQUEST DEPARTURE INFORMATION.”,Pilot,ATC,Request,—,REQUEST DEPARTURE INFORMATION,
12.3.4.6-d,12.3.4.6,12.3.4.6 Request Time Check / Aerodrome Data,Provide departure info,"“RUNWAY (number), WIND (direction and speed) QNH (number) TEMPERATURE (number) VISIBILITY (distance) [TIME (time)].”",ATC,Pilot,Information,"“RUNWAY 31, WIND 260 DEGREES 10 KNOTS, QNH 1015, TEMPERATURE 5, VISIBILITY 5 KM, TIME 1025.”",RUNWAY WIND QNH TEMPERATURE VISIBILITY TIME,"number, direction and speed, distance, time"
12.3.4.7-aa,12.3.4.7,12.3.4.7 Taxi Procedures,Expedite taxi,“EXPEDITE TAXI [(reason)].”,ATC,Pilot,Instruction,“EXPEDITE TAXI DUE TRAFFIC.”,EXPEDITE TAXI,reason
12.3.4.7-b,12.3.4.7,12.3.4.7 Taxi Procedures,Request taxi with destination,“[Aircraft type] [wake category] [location] (flight rules) TO (destination) REQUEST TAXI [intentions].”,Pilot,ATC,Request,“A320 HEAVY STAND 3 IFR TO VIENNA REQUEST TAXI.”,REQUEST TAXI,"flight rules, destination"
12.3.4.7-bb,12.3.4.7,12.3.4.7 Taxi Procedures,Pilot reports expediting,“EXPEDITING.”,Pilot,ATC,Report,—,EXPEDITING,
12.3.4.7-c,12.3.4.7,12.3.4.7 Taxi Procedures,Taxi clearance to holding point,“TAXI TO HOLDING POINT [number] [RUNWAY (number)] [HOLD SHORT/CROSS RUNWAY (number)] [TIME (time)].”,ATC,Pilot,Clearance,“TAXI TO HOLDING POINT A RUNWAY 31 HOLD SHORT OF RUNWAY 31.”,TAXI HOLDING POINT RUNWAY HOLD SHORT CROSS TIME,"number, time"
12.3.4.7-cc,12.3.4.7,12.3.4.7 Taxi Procedures,Request to taxi slower,“[CAUTION] TAXI SLOWER [reason].”,ATC,Pilot,Instruction,“TAXI SLOWER DUE PERSONNEL NEAR RUNWAY.”,CAUTION TAXI SLOWER,
12.3.4.7-d,12.3.4.7,12.3.4.7 Taxi Procedures,Pilot requests detailed taxi instructions,“REQUEST DETAILED TAXI INSTRUCTIONS.”,Pilot,ATC,Request,—,REQUEST DETAILED TAXI INSTRUCTIONS,
12.3.4.7-dd,12.3.4.7,12.3.4.7 Taxi Procedures,Pilot reports slowing down,“SLOWING DOWN.”,Pilot,ATC,Report,—,SLOWING DOWN,
12.3.4.7-e,12.3.4.7,12.3.4.7 Taxi Procedures,Taxi via specified route,“TAXI TO HOLDING POINT [number] [RUNWAY (number)] VIA (route) [TIME (time)] [HOLD SHORT/CROSS RUNWAY (number)].”,ATC,Pilot,Clearance,“TAXI TO HOLDING POINT A RUNWAY 31 VIA TAXIWAY BRAVO HOLD SHORT OF RUNWAY 31.”,TAXI HOLDING POINT RUNWAY VIA TIME HOLD SHORT CROSS,"number, route, time"
12.3.4.7-f,12.3.4.7,12.3.4.7 Taxi Procedures,Taxi clearance includes aerodrome info,“TAXI TO HOLDING POINT [number] (followed by aerodrome info).”,ATC,Pilot,Clearance,"“TAXI TO HOLDING POINT B RUNWAY 31, WIND 260/10, QNH 1015.”",TAXI HOLDING POINT,followed by aerodrome info
12.3.4.7-g,12.3.4.7,12.3.4.7 Taxi Procedures,Give direction (turn) instruction,“TAKE (or TURN) FIRST (or SECOND) LEFT (or RIGHT).”,ATC,Pilot,Taxi Instruction,“TAKE SECOND RIGHT.”,TAKE TURN FIRST SECOND LEFT RIGHT,"or TURN, or SECOND, or RIGHT"
12.3.4.7-h,12.3.4.7,12.3.4.7 Taxi Procedures,Taxi via taxiway,“TAXI VIA (identification of taxiway).”,ATC,Pilot,Taxi Instruction,“TAXI VIA ALPHA.”,TAXI VIA,identification of taxiway
12.3.4.7-i,12.3.4.7,12.3.4.7 Taxi Procedures,Taxi via runway,“TAXI VIA RUNWAY (number).”,ATC,Pilot,Taxi Instruction,“TAXI VIA RUNWAY 31.”,TAXI VIA RUNWAY,number
12.3.4.7-j,12.3.4.7,12.3.4.7 Taxi Procedures,Taxi to terminal or area,“TAXI TO TERMINAL (or area) [STAND (number)].”,ATC,Pilot,Taxi Instruction,“TAXI TO TERMINAL STAND 7.”,TAXI TERMINAL STAND,"or area, number"
12.3.4.7-k,12.3.4.7,12.3.4.7 Taxi Procedures,Helicopter requests air-taxi,“REQUEST AIR-TAXIING FROM (or VIA) TO (location).”,Pilot,ATC,Request,“REQUEST AIR-TAXIING TO APRON.”,REQUEST AIR TAXIING FROM VIA,"or VIA, location"
12.3.4.7-l,12.3.4.7,12.3.4.7 Taxi Procedures,Clearance to air-taxi,“AIR-TAXI TO (or VIA) (location) [CAUTION (reason)].”,ATC,Pilot,Clearance,"“AIR-TAXI TO PAD 3, CAUTION PERSONNEL.”",AIR TAXI VIA CAUTION,"or VIA, location, reason"
12.3.4.7-m,12.3.4.7,12.3.4.7 Taxi Procedures,Air-taxi route with avoidance,“AIR TAXI VIA (direct/as requested/specified route) TO (location). AVOID (traffic/personnel).”,ATC,Pilot,Clearance,“AIR TAXI DIRECT TO PAD 3. AVOID GROUND VEHICLES.”,AIR TAXI VIA AVOID,"direct/as requested/specified route, location, traffic/personnel"
12.3.4.7-n,12.3.4.7,12.3.4.7 Taxi Procedures,Pilot requests backtrack,“REQUEST BACKTRACK.”,Pilot,ATC,Request,—,REQUEST BACKTRACK,
12.3.4.7-o,12.3.4.7,12.3.4.7 Taxi Procedures,Backtrack approved,“BACKTRACK APPROVED.”,ATC,Pilot,Clearance,—,BACKTRACK APPROVED,
12.3.4.7-p,12.3.4.7,12.3.4.7 Taxi Procedures,Backtrack runway,“BACKTRACK RUNWAY (number).”,ATC,Pilot,Clearance,“BACKTRACK RUNWAY 13.”,BACKTRACK RUNWAY,number
12.3.4.7-q,12.3.4.7,12.3.4.7 Taxi Procedures,Request taxi after landing,“REQUEST TAXI TO (destination on aerodrome).”,Pilot,ATC,Request,“REQUEST TAXI TO STAND 4.”,REQUEST TAXI,destination on aerodrome
12.3.4.7-r,12.3.4.7,12.3.4.7 Taxi Procedures,Taxi straight ahead,“TAXI STRAIGHT AHEAD.”,ATC,Pilot,Instruction,—,TAXI STRAIGHT AHEAD,
12.3.4.7-s,12.3.4.7,12.3.4.7 Taxi Procedures,Taxi with caution,“TAXI WITH CAUTION.”,ATC,Pilot,Instruction,—,TAXI CAUTION,
12.3.4.7-t,12.3.4.7,12.3.4.7 Taxi Procedures,Give way to other traffic,“GIVE WAY TO (description and position of other aircraft).”,ATC,Pilot,Instruction,“GIVE WAY TO B737 ON LEFT.”,GIVE WAY,description and position of other aircraft
12.3.4.7-u,12.3.4.7,12.3.4.7 Taxi Procedures,Pilot acknowledging give-way,“GIVING WAY TO (traffic).”,Pilot,ATC,Acknowledgement,—,GIVING WAY,traffic
12.3.4.7-v,12.3.4.7,12.3.4.7 Taxi Procedures,Pilot reports traffic in sight,“TRAFFIC (or type of aircraft) IN SIGHT.”,Pilot,ATC,Report,“TRAFFIC IN SIGHT.”,TRAFFIC SIGHT,or type of aircraft
12.3.4.7-w,12.3.4.7,12.3.4.7 Taxi Procedures,Taxi into holding bay,“TAXI INTO HOLDING BAY.”,ATC,Pilot,Instruction,—,TAXI INTO HOLDING BAY,
12.3.4.7-x,12.3.4.7,12.3.4.7 Taxi Procedures,Follow other aircraft/vehicle,“FOLLOW (description of other aircraft or vehicle).”,ATC,Pilot,Instruction,“FOLLOW FOLLOW-ME VEHICLE.”,FOLLOW,description of other aircraft or vehicle
12.3.4.7-z,12.3.4.7,12.3.4.7 Taxi Procedures,Pilot reports runway vacated,“RUNWAY VACATED.”,Pilot,ATC,Report,—,RUNWAY VACATED,
12.3.4.8-b,12.3.4.8,12.3.4.8 Holding,Hold position,“HOLD POSITION.”,ATC,Pilot,Instruction,—,HOLD POSITION,
12.3.4.8-c,12.3.4.8,12.3.4.8 Holding,Hold at distance from point,“HOLD (distance) FROM (position).”,ATC,Pilot,Instruction,“HOLD 500 METRES FROM RUNWAY 31.”,HOLD FROM,"distance, position"
12.3.4.8-d,12.3.4.8,12.3.4.8 Holding,Hold short of position/runway,“HOLD SHORT OF (position).”,ATC,Pilot,Instruction,“HOLD SHORT OF RUNWAY 13.”,HOLD SHORT,position
12.3.4.8-e,12.3.4.8,12.3.4.8 Holding,Pilot reports holding,“HOLDING.”,Pilot,ATC,Acknowledgement,—,HOLDING,
12.3.4.8-f,12.3.4.8,12.3.4.8 Holding,Pilot reports holding short,“HOLDING SHORT.”,Pilot,ATC,Acknowledgement,—,HOLDING SHORT,
12.3.4.9-b,12.3.4.9,12.3.4.9 To Cross a Runway,Clearance to cross runway,“CROSS RUNWAY (number) [REPORT VACATED].”,ATC,Pilot,Clearance,“CROSS RUNWAY 31 REPORT VACATED.”,CROSS RUNWAY REPORT VACATED,number
12.3.4.9-c,12.3.4.9,12.3.4.9 To Cross a Runway,Expedite crossing,“EXPEDITE CROSSING RUNWAY (number) TRAFFIC (type) (distance) FINAL.”,ATC,Pilot,Urgent Instruction,“EXPEDITE CROSSING RUNWAY 31 TRAFFIC A320 THREE MILES FINAL.”,EXPEDITE CROSSING RUNWAY TRAFFIC FINAL,"number, type, distance"
12.3.4.9-d,12.3.4.9,12.3.4.9 To Cross a Runway,Taxi to holding point including runway crossing,"“TAXI TO HOLDING POINT [number] [RUNWAY (number)] VIA (route), [HOLD SHORT OF RUNWAY (number)] or [CROSS RUNWAY (number)].”",ATC,Pilot,Instruction,—,TAXI HOLDING POINT RUNWAY VIA HOLD SHORT CROSS,"number, route"
12.3.4.9-e,12.3.4.9,12.3.4.9 To Cross a Runway,Pilot reports runway vacated,“RUNWAY VACATED.”,Pilot,ATC,Report,—,RUNWAY VACATED,
12.3.5.1-b,12.3.5.1,12.3.5.1 Estimates and Revisions,Send shortened estimate,“ESTIMATE (point) ON (call sign).”,Sending ATS Unit,Receiving ATS Unit,Coordination,—,ESTIMATE,"point, call sign"
12.3.5.1-c,12.3.5.1,12.3.5.1 Estimates and Revisions,Receiving unit no details,“NO DETAILS.”,Receiving ATS Unit,Sending Unit,Reply,—,DETAILS,
12.3.5.1-d,12.3.5.1,12.3.5.1 Estimates and Revisions,Full estimate for free balloons,“ESTIMATE UNMANNED FREE BALLOON(S) (id/class) ESTIMATED OVER (place) AT (time) REPORTED FLIGHT LEVEL(S) (levels) MOVING (direction) ESTIMATED GROUND SPEED (speed).”,ATS Unit,ATS Unit,Coordination,—,ESTIMATE UNMANNED FREE BALLOON ESTIMATED OVER REPORTED FLIGHT LEVEL MOVING GROUND SPEED,"id/class, place, time, levels, direction, speed"
12.3.5.1-e,12.3.5.1,12.3.5.1 Estimates and Revisions,Revision of estimate,“REVISION (call sign) (details).”,ATS Unit,ATS Unit,Coordination,—,REVISION,"call sign, details"
12.3.5.2-b,12.3.5.2,12.3.5.2 Transfer of Control,Confirm release,“(call sign) RELEASED [AT (time)] [conditions/restrictions].”,ATS Unit,ATS Unit,Coordination,—,RELEASED,"call sign, time"
12.3.5.2-c,12.3.5.2,12.3.5.2 Transfer of Control,Query release for climb/descent,“IS (call sign) RELEASED [FOR CLIMB (or DESCENT)].”,ATS Unit,ATS Unit,Query,—,RELEASED CLIMB DESCENT,"call sign, or DESCENT"
12.3.5.2-d,12.3.5.2,12.3.5.2 Transfer of Control,Not released until specified,“(call sign) NOT RELEASED [UNTIL (time or point)].”,ATS Unit,ATS Unit,Coordination,—,NOT RELEASED UNTIL,"call sign, time or point"
12.3.5.2-e,12.3.5.2,12.3.5.2 Transfer of Control,Unable to release,“UNABLE (call sign) [TRAFFIC IS (details)].”,ATS Unit,ATS Unit,Denial,—,UNABLE TRAFFIC,"call sign, details"
12.3.5.3-b,12.3.5.3,12.3.5.3 Change of Clearance,Agreement to change,“AGREED TO (alteration) OF (call sign).”,ATS Unit,ATS Unit,Coordination,—,AGREED,"alteration, call sign"
12.3.5.3-c,12.3.5.3,12.3.5.3 Change of Clearance,Unable to agree,“UNABLE (call sign).”,ATS Unit,ATS Unit,Denial,—,UNABLE,call sign
12.3.5.3-d,12.3.5.3,12.3.5.3 Change of Clearance,Alternative offered,“UNABLE (desired route/level) [FOR (call sign)] [DUE (reason)] (alternative clearance).”,ATS Unit,ATS Unit,Coordination,—,UNABLE DUE,"desired route/level, call sign, reason, alternative clearance"
12.3.5.4-b,12.3.5.4,12.3.5.4 Approval Request,Approval granted,“(call sign) REQUEST APPROVED [(restriction)].”,ATS Unit,ATS Unit,Approval,—,REQUEST APPROVED,"call sign, restriction"
12.3.5.4-c,12.3.5.4,12.3.5.4 Approval Request,Unable to approve,“(call sign) UNABLE (alternative instructions).”,ATS Unit,ATS Unit,Denial,—,UNABLE,"call sign, alternative instructions"
12.3.5.7-b,12.3.5.7,12.3.5.7 Expedition of Clearance,Expedite en-route clearance,“EXPEDITE CLEARANCE (call sign) [ESTIMATED] OVER (place) AT (time) REQUESTS (level/route).”,ATS Unit,ATS Unit,Coordination,—,EXPEDITE CLEARANCE ESTIMATED OVER REQUESTS,"call sign, place, time, level/route"
12.3.5.8-b,12.3.5.8,12.3.5.8 RVSM Operations,Report unable due turbulence/equipment,“UNABLE RVSM DUE TURBULENCE (or EQUIPMENT).”,ATS Unit,ATS Unit,Report,—,UNABLE RVSM DUE TURBULENCE EQUIPMENT,or EQUIPMENT
12.3.6.1-b,12.3.6.1,12.3.6.1 CPDLC Operational Status,Single-message failure,“CPDLC MESSAGE FAILURE (appropriate clearance/instruction/information/request).”,ATC,Pilot,Advisory,“CPDLC MESSAGE FAILURE — USE VOICE FOR CLEARANCE.”,CPDLC MESSAGE FAILURE,appropriate clearance/instruction/information/request
12.3.6.1-d,12.3.6.1,12.3.6.1 CPDLC Operational Status,Instruct all stations to stop sending CPDLC requests,“[ALL STATIONS] STOP SENDING CPDLC REQUESTS [UNTIL ADVISED] [(reason)].”,ATC,All Stations,Broadcast,“[ALL STATIONS] STOP SENDING CPDLC REQUESTS UNTIL ADVISED DUE SYSTEM UPGRADE.”,ALL STATIONS STOP SENDING CPDLC REQUESTS UNTIL ADVISED,reason
12.3.6.1-e,12.3.6.1,12.3.6.1 CPDLC Operational Status,Resume normal CPDLC operation,“[ALL STATIONS] RESUME NORMAL CPDLC OPERATIONS.”,ATC,All Stations,Broadcast,“[ALL STATIONS] RESUME NORMAL CPDLC OPERATIONS.”,ALL STATIONS RESUME NORMAL CPDLC OPERATIONS,
12.4.1.1-b,12.4.1.1,12.4.1.1 Identification of Aircraft,Turn for identification,“FOR IDENTIFICATION TURN LEFT (or RIGHT) HEADING (three digits).”,ATC,Pilot,Instruction,“TURN RIGHT HEADING 270 FOR IDENTIFICATION.”,IDENTIFICATION TURN LEFT RIGHT HEADING,"or RIGHT, three digits"
12.4.1.1-c,12.4.1.1,12.4.1.1 Identification of Aircraft,Transmit and report heading,“TRANSMIT FOR IDENTIFICATION AND REPORT HEADING.”,ATC,Pilot,Instruction,—,TRANSMIT IDENTIFICATION REPORT HEADING,
12.4.1.1-d,12.4.1.1,12.4.1.1 Identification of Aircraft,Acknowledge radar contact,“RADAR CONTACT [position].”,ATC,Pilot,Report,“RADAR CONTACT 10 MILES NORTH OF WIEN.”,RADAR CONTACT,
12.4.1.1-e,12.4.1.1,12.4.1.1 Identification of Aircraft,Confirm identification,“IDENTIFIED [position].”,ATC,Pilot,Report,—,IDENTIFIED,
12.4.1.1-f,12.4.1.1,12.4.1.1 Identification of Aircraft,Unable to identify,"“NOT IDENTIFIED [reason], [RESUME (or CONTINUE) OWN NAVIGATION].”",ATC,Pilot,Report,"“NOT IDENTIFIED DUE RADAR CLUTTER, RESUME OWN NAVIGATION.”",NOT IDENTIFIED RESUME CONTINUE OWN NAVIGATION,or CONTINUE
12.4.1.10-b,12.4.1.10,12.4.1.10 Termination of Radar/ADS-B Service,Warning of upcoming termination,“WILL SHORTLY LOSE IDENTIFICATION (instructions/information).”,ATC,Pilot,Advisory,—,WILL SHORTLY LOSE IDENTIFICATION,instructions/information
12.4.1.10-c,12.4.1.10,12.4.1.10 Termination of Radar/ADS-B Service,Lost identification,“IDENTIFICATION LOST [reason] (instructions).”,ATC,Pilot,Report,—,IDENTIFICATION LOST,instructions
12.4.1.11-b,12.4.1.11,12.4.1.11 Radar/ADS-B Equipment Degradation,Primary radar out of service,“PRIMARY RADAR OUT OF SERVICE (information as necessary).”,ATC,Pilot,Information,—,PRIMARY RADAR OUT SERVICE,information as necessary
12.4.1.3-b,12.4.1.3,12.4.1.3 Vectoring Instructions,Continue heading,“CONTINUE HEADING (three digits).”,ATC,Pilot,Instruction,“CONTINUE HEADING 250.”,CONTINUE HEADING,three digits
12.4.1.3-c,12.4.1.3,12.4.1.3 Vectoring Instructions,Continue present heading,“CONTINUE PRESENT HEADING.”,ATC,Pilot,Instruction,—,CONTINUE PRESENT HEADING,
12.4.1.3-d,12.4.1.3,12.4.1.3 Vectoring Instructions,Fly specified heading,“FLY HEADING (three digits).”,ATC,Pilot,Instruction,“FLY HEADING 340.”,FLY HEADING,three digits
12.4.1.3-e,12.4.1.3,12.4.1.3 Vectoring Instructions,Turn to heading (reason),“TURN LEFT (or RIGHT) HEADING (three digits) [reason].”,ATC,Pilot,Instruction,“TURN LEFT HEADING 220 DUE TRAFFIC.”,TURN LEFT RIGHT HEADING,"or RIGHT, three digits"
12.4.1.3-f,12.4.1.3,12.4.1.3 Vectoring Instructions,Turn number of degrees (reason),“TURN LEFT (or RIGHT) (number) DEGREES [reason].”,ATC,Pilot,Instruction,“TURN RIGHT 20 DEGREES FOR SPACING.”,TURN LEFT RIGHT DEGREES,"or RIGHT, number"
12.4.1.3-g,12.4.1.3,12.4.1.3 Vectoring Instructions,Stop turn on heading,“STOP TURN HEADING (three digits).”,ATC,Pilot,Instruction,“STOP TURN HEADING 270.”,STOP TURN HEADING,three digits
12.4.1.3-h,12.4.1.3,12.4.1.3 Vectoring Instructions,Proceed direct after heading,"“FLY HEADING (three digits), WHEN ABLE PROCEED DIRECT (name).”",ATC,Pilot,Instruction,"“FLY HEADING 290, WHEN ABLE PROCEED DIRECT DEBRECEN.”",FLY HEADING WHEN ABLE PROCEED DIRECT,"three digits, name"
12.4.1.3-i,12.4.1.3,12.4.1.3 Vectoring Instructions,Heading verified,“HEADING IS GOOD.”,ATC,Pilot,Confirmation,—,HEADING GOOD,
12.4.1.4-b,12.4.1.4,12.4.1.4 Termination of Vectoring,Resume direct navigation,“RESUME OWN NAVIGATION [DIRECT] (significant point) [MAGNETIC TRACK (three digits) DISTANCE (number) KILOMETRES (or MILES)].”,ATC,Pilot,Instruction,“RESUME OWN NAVIGATION DIRECT PUSTA TRACK 140 20 MILES.”,RESUME OWN NAVIGATION DIRECT MAGNETIC TRACK DISTANCE KILOMETRES MILES,"significant point, three digits, number, or MILES"
12.4.1.5-b,12.4.1.5,12.4.1.5 Manoeuvres,Orbit,“ORBIT LEFT (or RIGHT) [reason].”,ATC,Pilot,Instruction,“ORBIT RIGHT FOR SPACING.”,ORBIT LEFT RIGHT,or RIGHT
12.4.1.5-c,12.4.1.5,12.4.1.5 Manoeuvres,All turns rate one or specified,"“MAKE ALL TURNS RATE ONE (or RATE HALF, or (number) DEGREES PER SECOND) START AND STOP ALL TURNS ON THE COMMAND ‘NOW’.”",ATC,Pilot,Instruction,—,MAKE ALL TURNS RATE ONE HALF DEGREES PER SECOND START STOP COMMAND NOW,"or RATE HALF, or (number"
12.4.1.5-d,12.4.1.5,12.4.1.5 Manoeuvres,Command start turn,“TURN LEFT (or RIGHT) NOW.”,ATC,Pilot,Instruction,“TURN RIGHT NOW.”,TURN LEFT RIGHT NOW,or RIGHT
12.4.1.5-e,12.4.1.5,12.4.1.5 Manoeuvres,Command stop turn,“STOP TURN NOW.”,ATC,Pilot,Instruction,—,STOP TURN NOW,
12.4.1.6-b,12.4.1.6,12.4.1.6 Speed Control,Report actual speed,“SPEED (number) KILOMETRES PER HOUR (or KNOTS).”,Pilot,ATC,Report,“SPEED 270 KNOTS.”,SPEED KILOMETRES PER HOUR KNOTS,"number, or KNOTS"
12.4.1.6-c,12.4.1.6,12.4.1.6 Speed Control,Maintain specific speed,“MAINTAIN (number) KILOMETRES PER HOUR (or KNOTS) [OR GREATER/LESS] [UNTIL (significant point)].”,ATC,Pilot,Instruction,“MAINTAIN 280 KNOTS UNTIL GILEP.”,MAINTAIN KILOMETRES PER HOUR KNOTS GREATER LESS UNTIL,"number, or KNOTS, significant point"
12.4.1.6-d,12.4.1.6,12.4.1.6 Speed Control,Restrict maximum speed,“DO NOT EXCEED (number) KILOMETRES PER HOUR (or KNOTS).”,ATC,Pilot,Restriction,“DO NOT EXCEED 250 KNOTS.”,NOT EXCEED KILOMETRES PER HOUR KNOTS,"number, or KNOTS"
12.4.1.6-e,12.4.1.6,12.4.1.6 Speed Control,Maintain present speed,“MAINTAIN PRESENT SPEED.”,ATC,Pilot,Instruction,—,MAINTAIN PRESENT SPEED,
12.4.1.6-f,12.4.1.6,12.4.1.6 Speed Control,Adjust speed to value,“INCREASE (or REDUCE) SPEED TO (number) KILOMETRES PER HOUR (or KNOTS) [OR GREATER/LESS].”,ATC,Pilot,Instruction,“REDUCE SPEED TO 220 KNOTS.”,INCREASE REDUCE SPEED KILOMETRES PER HOUR KNOTS GREATER LESS,"or REDUCE, number, or KNOTS"
12.4.1.6-g,12.4.1.6,12.4.1.6 Speed Control,Adjust speed by increment,“INCREASE (or REDUCE) SPEED BY (number) KILOMETRES PER HOUR (or KNOTS).”,ATC,Pilot,Instruction,“INCREASE SPEED BY 10 KNOTS.”,INCREASE REDUCE SPEED KILOMETRES PER HOUR KNOTS,"or REDUCE, number, or KNOTS"
12.4.1.6-h,12.4.1.6,12.4.1.6 Speed Control,Resume normal speed,“RESUME NORMAL SPEED.”,ATC,Pilot,Instruction,—,RESUME NORMAL SPEED,
12.4.1.6-i,12.4.1.6,12.4.1.6 Speed Control,Reduce to minimum approach speed,“REDUCE TO MINIMUM APPROACH SPEED.”,ATC,Pilot,Instruction,—,REDUCE MINIMUM APPROACH SPEED,
12.4.1.6-j,12.4.1.6,12.4.1.6 Speed Control,Reduce to minimum clean speed,“REDUCE TO MINIMUM CLEAN SPEED.”,ATC,Pilot,Instruction,—,REDUCE MINIMUM CLEAN SPEED,
12.4.1.6-k,12.4.1.6,12.4.1.6 Speed Control,Resume published speed,“RESUME PUBLISHED SPEED.”,ATC,Pilot,Instruction,—,RESUME PUBLISHED SPEED,
12.4.1.6-l,12.4.1.6,12.4.1.6 Speed Control,No speed restrictions,“NO [ATC] SPEED RESTRICTIONS.”,ATC,Pilot,Information,—,ATC SPEED RESTRICTIONS,
12.4.1.7-b,12.4.1.7,12.4.1.7 Position Reporting,Next report point,“NEXT REPORT AT (significant point).”,ATC,Pilot,Instruction,“NEXT REPORT AT GILEP.”,NEXT REPORT,significant point
12.4.1.7-c,12.4.1.7,12.4.1.7 Position Reporting,Reports required only at certain points,“REPORTS REQUIRED ONLY AT (significant point(s)).”,ATC,Pilot,Instruction,—,REPORTS REQUIRED ONLY,significant point(s
12.4.1.7-d,12.4.1.7,12.4.1.7 Position Reporting,Resume position reporting,“RESUME POSITION REPORTING.”,ATC,Pilot,Instruction,—,RESUME POSITION REPORTING,
12.4.1.8-b,12.4.1.8,12.4.1.8 Traffic Information and Avoiding Action,Request avoiding vectors,“REQUEST VECTORS.”,Pilot,ATC,Request,—,REQUEST VECTORS,
12.4.1.8-c,12.4.1.8,12.4.1.8 Traffic Information and Avoiding Action,Offer avoiding vectors,“DO YOU WANT VECTORS?”,ATC,Pilot,Query,—,YOU WANT VECTORS,
12.4.1.8-d,12.4.1.8,12.4.1.8 Traffic Information and Avoiding Action,Clear of traffic,“CLEAR OF TRAFFIC [appropriate instructions].”,ATC,Pilot,Report,—,CLEAR TRAFFIC,
12.4.1.8-e,12.4.1.8,12.4.1.8 Traffic Information and Avoiding Action,Urgent avoiding turn,“TURN LEFT (or RIGHT) IMMEDIATELY HEADING (three digits) TO AVOID [UNIDENTIFIED] TRAFFIC (bearing and distance).”,ATC,Pilot,Emergency Instruction,“TURN RIGHT IMMEDIATELY HEADING 240 TO AVOID TRAFFIC 2 O’CLOCK 3 MILES.”,TURN LEFT RIGHT IMMEDIATELY HEADING AVOID UNIDENTIFIED TRAFFIC,"or RIGHT, three digits, bearing and distance"
12.4.1.8-f,12.4.1.8,12.4.1.8 Traffic Information and Avoiding Action,Urgent degree avoiding turn,“TURN LEFT (or RIGHT) (number) DEGREES IMMEDIATELY TO AVOID [UNIDENTIFIED] TRAFFIC (bearing and distance).”,ATC,Pilot,Emergency Instruction,—,TURN LEFT RIGHT DEGREES IMMEDIATELY AVOID UNIDENTIFIED TRAFFIC,"or RIGHT, number, bearing and distance"
12.4.1.9-b,12.4.1.9,12.4.1.9 Loss of Communications,Specify loss-of-signal timeout,“IF NO TRANSMISSIONS RECEIVED FOR (number) MINUTES (or SECONDS) (instructions).”,ATC,Pilot,Contingency,—,TRANSMISSIONS RECEIVED MINUTES SECONDS,"number, or SECONDS, instructions"
12.4.1.9-c,12.4.1.9,12.4.1.9 Loss of Communications,Reply not received,“REPLY NOT RECEIVED (instructions).”,ATC,Pilot,Information,—,REPLY NOT RECEIVED,instructions
12.4.1.9-d,12.4.1.9,12.4.1.9 Loss of Communications,Lost communication suspected,“IF YOU READ (manoeuvre or SQUAWK (code or IDENT)).”,ATC,Pilot,Contingency,“IF YOU READ SQUAWK IDENT.”,YOU READ SQUAWK IDENT,manoeuvre or SQUAWK (code or IDENT
